D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_04_003.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_04_003.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_04_003.jpg, 0, 0, 0, 7.791718E-05
D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_04_105.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_04_105.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_04_105.jpg, 0, 0, 0, 7.841734E-05
D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_04_205.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_04_205.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_04_205.jpg, 0, 0, 0, 7.818348E-05
D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_04_308.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_04_308.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_04_308.jpg, 0, 0, 0, 8.167034E-05
D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_04_412.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_04_412.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_04_412.jpg, 0, 0, 0, 7.791737E-05
D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_04_512.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_04_512.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_04_512.jpg, 0, 0, 0, 7.836094E-05
D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_04_615.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_04_615.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_04_615.jpg, 0, 0, 0, 7.76685E-05
D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_04_715.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_04_715.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_04_715.jpg, 0, 0.05516519, 0, 0.01717944
D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_04_817.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_04_817.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_04_817.jpg, 0, 0.3617292, 0, 0.2751942
D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_04_919.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_04_919.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_04_919.jpg, 0, 0.6571175, 0, 0.9034125
D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_05_023.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_05_023.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_05_023.jpg, 0, 0.9556217, 0, 1.927721
D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_05_122.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_05_122.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_05_122.jpg, 0, 1, 0, 3.100272
D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\center_2022_04_03_11_45_05_226.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\left_2022_04_03_11_45_05_226.jpg, D:\Term-2\ML\project\Behavioural-Cloning\Data2\IMG\right_2022_04_03_11_45_05_226.jpg, 0, 1, 0, 4.272335
